age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
57,technician,divorced,basic.6y,no,yes,no,telephone,jun,wed,631,2,999,1,nonexistent,-3.2,93.815,-39.5,3.846,5192.3
28,unemployed,married,unknown,no,no,no,cellular,jul,mon,1737,5,999,2,nonexistent,-1.8,94.596,-49.5,2.904,5124.6
78,services,married,illiterate,no,no,no,telephone,aug,wed,4942,6,999,0,nonexistent,-2.8,93.616,-36.1,1.204,5176.5
20,technician,married,illiterate,no,no,yes,cellular,may,thu,3499,3,999,3,nonexistent,0.0,92.696,-49.3,4.684,5117.7
76,retired,single,basic.9y,no,no,no,telephone,jun,wed,3838,4,999,0,failure,-2.7,92.994,-28.6,3.248,5001.1
23,housemaid,single,illiterate,no,yes,no,cellular,jun,fri,1800,2,999,1,nonexistent,-0.3,93.63,-46.7,0.63,5161.5
26,unemployed,single,high.school,no,yes,no,telephone,may,mon,4291,7,999,3,nonexistent,-0.4,93.31,-47.0,1.503,5099.0
23,blue-collar,single,high.school,no,no,no,telephone,jul,mon,1637,2,999,2,nonexistent,-0.6,94.438,-49.9,1.482,5114.6
26,self-employed,married,high.school,no,no,no,telephone,oct,tue,2298,2,999,2,nonexistent,-2.1,92.256,-49.5,2.814,5218.1
56,services,married,unknown,no,yes,no,telephone,oct,fri,4509,5,5,3,nonexistent,0.9,92.727,-46.6,0.607,4977.9
48,technician,married,professional.course,no,yes,no,cellular,oct,wed,4413,5,999,1,nonexistent,-2.5,94.835,-43.6,1.704,5163.2
49,housemaid,single,high.school,no,yes,no,telephone,aug,tue,544,6,999,0,nonexistent,-1.6,93.937,-34.9,1.926,5223.2
58,blue-collar,married,unknown,no,yes,no,cellular,may,wed,2699,2,999,1,nonexistent,0.1,94.398,-27.0,1.012,5070.0
67,blue-collar,single,high.school,no,no,no,cellular,jul,fri,2166,9,999,2,nonexistent,-2.3,94.983,-32.4,4.936,4982.5
29,retired,married,basic.9y,no,no,no,telephone,may,tue,2530,2,999,1,nonexistent,-0.5,94.186,-33.3,3.832,5207.4
25,management,married,unknown,no,yes,no,telephone,jun,thu,703,1,999,1,nonexistent,0.0,92.056,-38.6,3.576,5092.1
25,self-employed,divorced,basic.4y,no,yes,yes,cellular,aug,mon,1020,4,999,2,nonexistent,-0.8,92.82,-29.9,3.451,5093.3
67,admin.,married,university.degree,no,no,no,cellular,jul,fri,4683,2,999,3,nonexistent,-1.8,94.086,-49.6,4.61,4966.1
45,self-employed,single,professional.course,no,no,yes,cellular,jun,fri,2210,7,999,3,failure,0.4,94.597,-42.6,3.652,5028.5
79,retired,married,professional.course,no,yes,no,cellular,oct,wed,4197,4,10,0,nonexistent,-2.9,94.829,-32.2,3.572,5181.0
37,entrepreneur,married,high.school,no,no,no,telephone,oct,thu,4669,2,999,1,nonexistent,-2.3,92.172,-32.7,1.476,5023.2
79,unknown,married,basic.9y,no,no,no,cellular,oct,thu,372,5,999,4,nonexistent,-1.6,92.155,-31.7,3.386,5046.0
64,management,married,basic.6y,yes,yes,no,telephone,may,fri,4064,9,15,3,nonexistent,-1.2,93.91,-32.6,2.155,5031.5
76,services,single,unknown,yes,no,no,cellular,jun,fri,3154,4,999,4,nonexistent,-3.3,93.997,-42.6,4.873,5029.5
24,unemployed,married,high.school,no,yes,no,cellular,jul,mon,1468,1,5,1,nonexistent,-0.1,93.332,-28.3,3.731,5104.7
28,management,married,unknown,no,yes,yes,cellular,jun,thu,4157,8,999,1,nonexistent,-2.5,94.848,-29.9,1.04,5165.6
37,retired,married,high.school,no,yes,no,telephone,jul,fri,2661,8,999,3,failure,0.9,94.659,-43.3,1.361,5013.1
33,retired,single,professional.course,yes,yes,yes,telephone,aug,mon,3817,5,999,2,success,-1.9,93.241,-28.3,2.5,5135.0
21,services,single,professional.course,no,yes,no,cellular,aug,wed,94,8,999,2,nonexistent,-2.1,93.674,-46.5,0.657,5159.8
23,services,married,high.school,no,no,no,cellular,jul,thu,2313,1,5,3,nonexistent,-2.8,94.46,-40.0,3.171,5093.4
75,services,married,professional.course,no,yes,yes,cellular,jun,tue,4529,2,999,0,nonexistent,0.2,93.817,-30.5,2.683,5001.7
39,management,single,basic.9y,no,no,no,telephone,jul,tue,3190,4,999,2,nonexistent,1.1,92.587,-32.4,1.017,5078.4
43,unknown,single,basic.6y,no,no,no,cellular,jul,fri,3891,3,999,0,nonexistent,0.4,92.855,-42.0,3.138,5181.4
20,housemaid,married,basic.6y,no,yes,no,telephone,oct,fri,1926,3,999,1,nonexistent,0.7,92.758,-30.0,3.581,5036.5
58,technician,single,unknown,no,yes,no,telephone,jul,mon,4408,9,999,4,nonexistent,-0.3,93.311,-47.8,4.019,5131.6
77,student,single,basic.6y,no,yes,no,cellular,oct,fri,672,9,0,3,nonexistent,-1.7,94.141,-31.1,4.192,5010.0
59,services,single,unknown,no,yes,yes,cellular,oct,fri,4021,8,999,4,nonexistent,0.2,93.41,-33.4,3.37,5014.9
31,technician,single,high.school,no,yes,no,telephone,jul,mon,238,7,999,1,nonexistent,-2.5,94.849,-43.8,2.275,5137.4
28,unknown,divorced,university.degree,no,yes,no,telephone,may,tue,745,8,999,1,nonexistent,-3.4,94.693,-26.1,0.997,5156.7
35,student,married,high.school,no,yes,yes,cellular,jun,mon,2786,4,999,2,nonexistent,-1.7,94.033,-32.6,3.839,5197.9
71,management,divorced,high.school,no,yes,no,telephone,jul,thu,4268,7,999,2,nonexistent,-0.6,92.136,-29.2,1.728,5108.0
29,technician,married,basic.9y,no,yes,no,cellular,aug,thu,4901,8,999,0,nonexistent,-0.2,92.94,-43.7,2.738,5067.4
40,services,single,basic.6y,no,no,yes,cellular,jul,fri,1170,4,999,0,failure,-1.3,94.471,-32.0,4.014,5200.5
29,admin.,married,professional.course,no,yes,no,telephone,jul,fri,4413,5,999,0,nonexistent,0.7,92.51,-48.8,2.987,4990.1
30,retired,married,professional.course,no,yes,no,cellular,aug,tue,808,8,999,0,nonexistent,0.5,94.672,-26.1,4.597,5199.3
42,unemployed,single,basic.4y,no,yes,no,telephone,oct,tue,1590,2,999,2,nonexistent,-3.4,93.971,-49.5,4.974,4989.6
62,unemployed,single,basic.4y,no,yes,no,telephone,oct,wed,718,4,15,0,nonexistent,-0.0,94.024,-44.5,1.14,5063.0
68,technician,married,unknown,no,no,no,cellular,may,thu,2446,4,5,0,nonexistent,0.1,92.437,-37.8,3.455,5181.2
75,unemployed,married,illiterate,no,yes,no,cellular,jul,thu,4451,4,999,3,nonexistent,0.3,93.866,-42.7,0.894,5099.3
36,blue-collar,married,university.degree,no,yes,no,telephone,jul,wed,4191,1,999,1,nonexistent,0.3,94.556,-27.4,1.012,5104.3
72,blue-collar,divorced,unknown,no,yes,no,telephone,jun,wed,2189,6,999,2,nonexistent,-2.5,93.329,-36.1,2.452,5074.5
63,technician,single,professional.course,yes,yes,no,cellular,oct,thu,3549,3,999,2,nonexistent,-2.4,92.113,-41.0,3.209,4997.0
53,services,married,basic.6y,no,yes,no,telephone,jul,fri,3757,2,999,3,nonexistent,-0.8,93.543,-37.6,4.868,5203.0
62,self-employed,single,unknown,no,yes,no,telephone,jun,thu,4635,8,999,3,nonexistent,-1.9,94.248,-43.7,3.908,5090.9
25,services,divorced,high.school,no,yes,no,cellular,may,wed,1722,7,999,3,nonexistent,-0.5,93.359,-33.1,2.226,5063.3
46,management,married,professional.course,no,yes,no,telephone,jun,tue,2033,7,10,1,nonexistent,-1.2,93.071,-28.1,1.595,5158.2
72,services,single,university.degree,no,no,no,cellular,oct,mon,2658,7,999,2,nonexistent,-2.1,94.442,-30.8,2.934,5215.3
70,management,married,university.degree,no,yes,no,cellular,oct,tue,1957,2,999,3,failure,-0.1,92.698,-47.2,4.225,5116.1
72,self-employed,single,professional.course,no,yes,no,telephone,may,tue,1505,5,999,0,nonexistent,-1.2,92.168,-33.4,0.709,5179.9
49,admin.,married,illiterate,no,no,no,cellular,jul,wed,2184,1,15,0,nonexistent,0.6,94.81,-43.2,1.85,5066.0
68,management,married,basic.4y,no,no,no,cellular,jun,thu,275,2,0,3,nonexistent,-3.2,93.538,-49.1,1.52,5056.6
61,entrepreneur,married,illiterate,no,no,yes,telephone,jul,wed,742,1,999,3,nonexistent,-2.3,92.636,-40.6,3.335,4974.8
35,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,3232,6,999,2,nonexistent,-3.4,94.888,-39.1,2.659,5134.6
23,retired,single,professional.course,no,yes,no,telephone,jul,fri,155,9,999,2,nonexistent,-1.4,94.869,-49.5,3.009,5050.5
35,blue-collar,married,high.school,no,yes,no,telephone,aug,fri,2228,8,999,3,nonexistent,-2.4,94.469,-29.7,2.407,5214.6
36,management,married,high.school,no,no,no,cellular,may,mon,2025,6,999,4,nonexistent,-2.3,93.906,-27.4,2.546,5220.2
39,entrepreneur,single,basic.9y,no,no,yes,telephone,jul,fri,1787,7,999,1,nonexistent,-0.1,94.02,-38.7,2.972,5008.9
54,housemaid,married,high.school,no,yes,no,telephone,may,mon,1936,3,999,1,nonexistent,0.4,94.299,-48.3,3.32,5198.7
49,admin.,married,professional.course,no,yes,no,telephone,jul,tue,4715,2,999,1,nonexistent,-2.2,92.039,-34.3,2.883,5043.0
73,admin.,divorced,professional.course,no,no,no,cellular,jun,tue,2079,8,999,1,nonexistent,-0.4,93.278,-47.9,3.691,5168.7
58,housemaid,single,high.school,no,yes,no,cellular,jun,wed,1553,5,999,1,nonexistent,-0.6,93.25,-29.4,0.865,5140.7
76,retired,married,basic.4y,no,no,no,cellular,may,tue,2453,7,999,3,nonexistent,-3.4,93.582,-28.5,2.701,5166.3
20,unemployed,married,basic.6y,no,yes,no,telephone,jul,fri,4123,4,0,3,nonexistent,1.1,92.898,-26.8,2.697,5037.3
45,self-employed,divorced,university.degree,no,no,yes,telephone,may,fri,3888,4,999,4,nonexistent,-1.8,92.601,-48.8,0.981,5210.4
27,student,married,professional.course,no,yes,no,telephone,may,fri,3881,5,999,0,nonexistent,-1.9,92.241,-46.0,3.058,5118.7
68,unemployed,married,high.school,no,yes,no,cellular,aug,thu,3342,4,999,1,nonexistent,-0.6,92.585,-35.7,4.479,4996.1
52,entrepreneur,married,university.degree,no,yes,no,cellular,jul,fri,1439,5,999,4,nonexistent,-1.7,94.066,-44.1,3.945,4964.7
78,management,married,high.school,no,yes,no,telephone,aug,wed,3542,7,0,1,nonexistent,-2.0,93.48,-40.5,1.612,5092.5
46,student,single,professional.course,no,yes,no,telephone,jul,wed,3639,6,999,3,nonexistent,0.1,94.791,-39.6,0.905,5115.1
71,retired,single,basic.9y,no,no,yes,telephone,oct,tue,3527,7,999,3,nonexistent,0.1,92.623,-37.6,4.595,5118.3
32,self-employed,divorced,basic.6y,no,yes,no,cellular,oct,mon,2356,7,999,1,nonexistent,-0.1,93.233,-32.3,4.706,5088.6
50,admin.,single,professional.course,no,yes,yes,cellular,aug,thu,2897,9,999,1,failure,0.7,92.821,-43.4,1.257,5125.0
24,management,married,university.degree,no,yes,no,cellular,oct,mon,3954,2,999,4,nonexistent,-1.0,92.304,-32.9,4.151,5060.5
29,management,married,high.school,no,no,yes,telephone,aug,thu,764,3,999,3,nonexistent,-0.3,92.184,-32.2,0.782,5149.4
66,self-employed,divorced,basic.9y,no,yes,yes,cellular,oct,wed,86,3,999,1,nonexistent,1.4,94.21,-40.7,2.887,5210.7
47,blue-collar,married,unknown,no,no,no,telephone,aug,wed,3349,6,999,4,nonexistent,-2.3,94.952,-36.3,3.166,5169.3
38,entrepreneur,married,professional.course,no,no,no,cellular,oct,thu,2145,1,999,0,nonexistent,0.7,93.471,-38.2,3.279,5071.7
48,self-employed,divorced,basic.6y,no,no,no,cellular,may,tue,3042,9,5,4,nonexistent,-2.4,92.039,-27.4,4.636,5079.2
75,services,married,basic.9y,no,yes,no,cellular,may,fri,1487,5,999,4,nonexistent,-1.2,94.639,-36.4,4.164,5095.1
78,services,married,university.degree,no,no,no,cellular,may,fri,4018,6,999,1,nonexistent,-1.4,92.383,-48.1,2.358,4960.7
41,self-employed,single,illiterate,no,yes,yes,telephone,jul,mon,3640,7,999,0,nonexistent,0.2,92.398,-35.8,2.83,5107.1
37,unknown,divorced,high.school,no,yes,no,telephone,jun,wed,2543,1,999,2,nonexistent,-0.1,92.228,-43.9,3.307,5148.2
54,admin.,married,basic.4y,no,yes,no,telephone,aug,fri,4311,3,999,0,nonexistent,0.3,92.207,-42.5,4.503,4967.1
21,self-employed,single,unknown,no,yes,no,cellular,jun,wed,480,9,999,2,nonexistent,-0.8,94.16,-39.8,1.121,5006.3
45,technician,married,unknown,no,yes,yes,telephone,may,wed,1137,5,0,4,nonexistent,-3.0,92.68,-47.6,1.457,5033.4
61,retired,married,basic.6y,no,yes,no,cellular,aug,wed,4029,2,999,0,nonexistent,-0.5,92.871,-49.5,1.178,5190.0
79,services,divorced,illiterate,no,yes,no,telephone,aug,fri,4418,3,999,3,nonexistent,-2.2,93.319,-45.9,1.368,5229.8
37,student,divorced,basic.9y,no,yes,no,telephone,jul,fri,1069,6,999,2,nonexistent,-1.3,92.856,-41.4,3.704,5191.9
77,unemployed,married,professional.course,no,no,no,cellular,jun,fri,638,3,999,0,nonexistent,-2.8,92.794,-35.2,2.341,4973.9
41,self-employed,married,professional.course,no,no,no,telephone,jun,thu,4596,1,999,1,nonexistent,-2.4,92.768,-43.8,3.601,5226.4
67,services,married,basic.9y,no,no,no,cellular,oct,fri,909,5,999,2,nonexistent,-1.3,93.655,-29.9,2.311,5117.9
66,retired,married,professional.course,no,yes,yes,telephone,aug,wed,3659,7,999,2,nonexistent,-0.0,93.032,-36.4,3.967,5011.3
68,retired,married,unknown,no,yes,no,cellular,may,wed,1699,5,5,2,nonexistent,-1.7,94.123,-31.5,3.621,5100.2
49,student,married,unknown,no,yes,no,cellular,oct,mon,3417,1,999,1,success,-1.5,93.168,-36.3,1.034,5161.5
58,management,married,unknown,no,yes,no,telephone,oct,tue,1475,2,999,3,nonexistent,-0.3,93.134,-42.7,1.815,5146.1
53,unknown,married,basic.9y,no,no,no,telephone,aug,thu,1915,2,999,3,nonexistent,-2.4,94.649,-42.5,2.531,5094.2
75,technician,married,basic.6y,no,yes,no,cellular,oct,mon,3119,4,999,4,nonexistent,-2.9,92.994,-48.8,3.309,5092.3
70,self-employed,single,unknown,no,no,no,cellular,aug,thu,2291,4,15,4,nonexistent,0.8,94.544,-38.2,3.124,5184.0
51,housemaid,married,professional.course,no,no,no,cellular,aug,thu,631,1,999,0,nonexistent,-1.9,94.389,-32.8,2.468,5214.8
53,self-employed,married,illiterate,no,no,no,telephone,oct,wed,775,2,999,0,nonexistent,-1.7,94.136,-28.9,1.234,5129.6
19,management,single,basic.6y,no,no,no,telephone,may,wed,1442,2,999,0,nonexistent,0.5,92.924,-26.3,2.616,5180.4
32,entrepreneur,single,illiterate,no,yes,no,telephone,oct,wed,4071,1,999,1,nonexistent,-2.3,93.576,-48.7,4.906,5124.0
51,blue-collar,married,high.school,no,yes,no,cellular,jun,wed,2071,5,999,3,nonexistent,0.6,92.154,-32.3,2.27,4986.6
53,admin.,married,high.school,no,no,no,cellular,aug,mon,620,5,999,1,nonexistent,-0.3,92.112,-36.2,4.584,5161.3
23,management,single,high.school,no,yes,no,cellular,may,tue,4710,5,999,1,failure,0.3,92.454,-42.8,2.639,5120.6
56,unemployed,married,high.school,no,yes,no,telephone,jul,tue,1185,6,999,2,nonexistent,-0.9,93.461,-35.1,0.704,5111.9
59,retired,single,professional.course,no,yes,no,telephone,jul,mon,4176,5,999,4,nonexistent,-3.1,94.477,-48.8,4.14,4969.6
68,unknown,married,basic.9y,no,no,no,cellular,oct,tue,2703,7,999,4,nonexistent,0.2,93.923,-27.8,2.573,5141.4
68,housemaid,married,professional.course,no,yes,no,cellular,jul,fri,874,9,999,3,nonexistent,-1.9,93.284,-40.9,4.674,5228.6
75,admin.,married,university.degree,no,no,no,cellular,jun,fri,4694,9,999,3,nonexistent,-0.3,93.351,-38.3,3.599,5084.0
71,services,single,professional.course,no,yes,no,telephone,oct,fri,2415,1,999,2,failure,-2.9,94.973,-45.2,4.715,5064.0
78,unemployed,divorced,basic.6y,no,no,no,telephone,oct,wed,726,6,999,2,nonexistent,-0.1,93.165,-33.5,4.365,5150.0
29,self-employed,married,basic.9y,no,no,no,telephone,may,fri,3516,7,0,1,nonexistent,-2.7,92.965,-29.2,1.254,5112.1
20,admin.,married,illiterate,no,yes,no,telephone,aug,thu,2884,9,999,2,nonexistent,-2.6,93.179,-41.3,4.182,5029.8
62,services,married,unknown,no,yes,no,telephone,oct,thu,220,5,999,4,nonexistent,-1.7,94.842,-35.8,3.53,5155.9
35,blue-collar,married,basic.4y,no,no,no,cellular,oct,mon,1228,2,10,0,nonexistent,1.1,92.194,-30.8,1.647,5199.4
57,services,single,basic.4y,no,no,yes,cellular,oct,thu,1516,8,999,0,nonexistent,-1.7,93.895,-31.9,4.11,5107.9
38,housemaid,married,unknown,no,no,no,cellular,may,mon,482,1,999,1,nonexistent,-1.9,94.625,-31.0,2.091,5173.7
32,retired,divorced,basic.9y,yes,yes,no,telephone,oct,tue,2620,7,999,1,failure,-2.1,93.561,-32.5,0.781,5024.6
50,management,single,basic.4y,no,yes,no,telephone,aug,thu,2440,4,999,4,success,-0.1,93.096,-36.4,1.073,5042.6
52,student,divorced,basic.9y,no,yes,no,telephone,aug,thu,4753,6,999,1,nonexistent,1.0,93.047,-27.6,1.919,4995.7
43,management,single,basic.6y,no,yes,yes,telephone,oct,mon,1532,8,999,4,nonexistent,-1.4,92.2,-35.9,2.085,5032.2
25,management,married,basic.6y,no,no,no,cellular,may,thu,14,3,999,3,failure,-0.6,93.609,-31.6,3.386,4983.9
53,services,married,professional.course,yes,yes,no,telephone,jul,mon,4958,2,999,0,nonexistent,0.5,94.462,-41.8,3.186,5053.8
65,self-employed,married,basic.4y,no,no,no,cellular,oct,thu,4852,8,999,4,nonexistent,-0.8,94.256,-45.2,4.492,5122.9
47,admin.,married,unknown,no,yes,no,telephone,oct,wed,3782,6,10,2,success,-0.2,93.063,-40.7,2.382,5144.0
40,student,married,basic.9y,no,yes,no,cellular,jun,tue,1736,6,999,4,failure,0.1,94.646,-33.1,3.147,5158.8
59,unknown,married,illiterate,no,no,no,telephone,may,thu,634,8,999,0,nonexistent,0.9,92.448,-33.9,3.954,5116.4
61,student,divorced,basic.6y,no,no,no,cellular,aug,tue,2527,5,999,0,nonexistent,-2.1,94.504,-45.8,4.565,5206.7
31,admin.,married,professional.course,no,no,no,telephone,may,thu,1302,5,999,2,nonexistent,-3.2,94.615,-46.5,1.834,5011.6
31,admin.,single,basic.4y,no,no,no,cellular,may,thu,1683,7,999,4,nonexistent,1.3,94.389,-43.3,4.815,5037.4
19,unknown,divorced,basic.4y,no,no,yes,cellular,oct,wed,556,6,999,0,nonexistent,1.4,94.837,-49.8,3.818,5034.4
72,retired,single,basic.4y,no,no,no,cellular,jun,fri,4214,3,999,4,nonexistent,0.9,94.806,-35.4,3.182,5062.1
54,housemaid,married,illiterate,no,no,yes,telephone,oct,fri,291,4,999,1,nonexistent,-1.9,92.053,-28.0,2.801,5087.0
22,blue-collar,married,basic.6y,no,no,no,cellular,may,tue,1928,2,999,4,failure,-1.1,93.54,-46.0,4.156,5172.5
55,housemaid,married,illiterate,no,yes,no,cellular,oct,tue,1450,8,999,0,nonexistent,0.3,92.427,-45.2,2.368,4989.2
62,admin.,married,basic.6y,yes,no,no,cellular,may,wed,2380,6,999,2,success,-2.5,94.809,-34.3,0.827,4996.7
58,self-employed,married,basic.4y,no,yes,yes,telephone,aug,mon,4540,7,999,1,nonexistent,1.0,93.508,-39.2,1.95,5179.1
79,technician,single,basic.6y,no,yes,no,telephone,oct,tue,917,5,999,2,nonexistent,0.7,93.48,-32.4,1.919,5016.5
71,unknown,married,basic.4y,no,yes,no,telephone,oct,fri,2692,7,999,2,nonexistent,-0.0,93.912,-44.4,2.126,4994.1
77,technician,married,high.school,no,no,no,telephone,aug,wed,611,4,999,3,nonexistent,0.7,92.513,-46.7,1.399,5085.8
78,unemployed,divorced,basic.6y,no,yes,no,telephone,oct,mon,4922,4,999,2,nonexistent,-0.7,93.828,-27.2,0.628,5226.4
64,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,1823,2,999,4,nonexistent,-2.8,93.114,-27.3,2.994,5206.4
31,admin.,married,basic.6y,no,yes,no,cellular,jul,fri,3436,8,999,0,nonexistent,-2.3,93.625,-29.8,4.104,5148.2
73,technician,single,basic.4y,no,yes,yes,telephone,oct,wed,1227,7,999,0,nonexistent,-0.6,94.737,-31.4,2.657,5103.3
56,unemployed,married,basic.9y,no,yes,no,telephone,aug,thu,1570,4,999,4,nonexistent,1.3,94.952,-41.6,1.17,4974.1
42,blue-collar,single,professional.course,no,yes,yes,telephone,aug,fri,3280,3,999,2,nonexistent,-3.3,92.408,-47.3,0.621,5028.9
37,student,married,basic.9y,no,no,no,telephone,jul,mon,2516,1,0,3,nonexistent,-0.2,93.278,-38.8,0.835,5136.3
19,blue-collar,single,basic.9y,no,no,yes,telephone,may,wed,337,5,999,3,nonexistent,0.3,92.596,-44.4,4.531,5147.5
56,unemployed,married,basic.6y,no,yes,no,cellular,jun,fri,72,6,999,4,success,0.7,94.28,-44.3,3.746,5200.8
23,unknown,married,university.degree,no,yes,no,telephone,may,fri,1525,3,999,4,nonexistent,1.1,92.527,-32.9,1.3,5039.6
34,student,married,basic.9y,no,yes,no,cellular,oct,mon,3817,9,999,0,nonexistent,-2.9,92.931,-46.1,1.92,5012.4
76,retired,married,basic.9y,no,no,no,telephone,aug,fri,1586,9,999,4,nonexistent,-2.5,93.834,-31.2,3.37,5064.8
42,unknown,married,unknown,no,yes,no,cellular,aug,mon,1186,6,5,1,nonexistent,-2.8,93.043,-35.7,1.582,5121.0
74,unemployed,married,basic.4y,no,yes,no,telephone,may,fri,2319,5,999,2,nonexistent,0.8,93.353,-42.3,1.329,4961.5
45,technician,married,basic.6y,no,yes,yes,telephone,may,wed,3330,2,999,1,nonexistent,-2.8,92.173,-47.3,2.464,5042.5
19,blue-collar,married,basic.4y,no,no,yes,telephone,oct,mon,2382,6,999,4,nonexistent,-3.2,93.408,-40.8,4.942,5120.8
52,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,1054,5,999,2,nonexistent,-3.3,93.532,-30.3,2.072,5197.3
54,unknown,married,illiterate,no,yes,no,cellular,jul,fri,2176,3,999,4,failure,-1.4,94.403,-37.0,2.318,5010.2
22,blue-collar,single,professional.course,no,no,no,cellular,jul,thu,317,3,999,3,failure,-0.5,93.229,-26.1,1.046,5107.7
18,unemployed,married,university.degree,no,no,no,cellular,jun,mon,1184,1,999,0,nonexistent,-2.3,92.824,-34.2,2.741,5130.3
57,self-employed,married,basic.9y,no,no,yes,telephone,aug,thu,3929,9,999,4,nonexistent,-2.0,94.827,-35.9,3.938,5134.3
29,blue-collar,single,unknown,no,yes,no,telephone,oct,tue,3572,4,999,1,nonexistent,-2.8,93.144,-47.4,2.63,5075.1
73,unknown,single,basic.6y,yes,yes,no,telephone,oct,wed,2729,9,999,0,nonexistent,-1.2,92.352,-41.1,4.73,5056.0
53,self-employed,married,basic.9y,no,no,no,cellular,may,thu,420,4,999,3,nonexistent,-1.0,94.463,-32.7,3.745,4999.4
62,management,married,basic.9y,no,yes,yes,telephone,aug,wed,4130,5,999,3,nonexistent,-0.2,92.365,-34.2,2.715,5023.2
40,retired,married,high.school,no,yes,no,cellular,jun,mon,2119,5,999,3,nonexistent,-0.8,93.437,-31.6,2.284,5026.3
64,management,married,illiterate,no,yes,no,telephone,jun,wed,4782,4,999,4,nonexistent,-2.1,94.614,-28.9,3.624,5148.2
48,entrepreneur,single,illiterate,no,no,yes,telephone,jun,thu,1378,4,999,3,nonexistent,0.8,94.384,-29.4,0.839,5072.3
28,unknown,married,basic.4y,no,no,no,telephone,aug,mon,2418,7,999,0,nonexistent,-1.8,94.045,-47.4,4.77,5225.9
27,management,single,illiterate,no,no,no,cellular,jun,thu,2177,7,999,4,nonexistent,-0.0,93.669,-42.9,3.265,5158.5
20,admin.,married,illiterate,no,yes,no,telephone,jul,mon,3508,6,999,4,success,0.0,94.489,-27.7,3.716,5182.8
71,student,married,illiterate,no,yes,no,cellular,may,thu,3657,3,999,2,failure,-2.9,92.155,-38.7,4.75,5128.0
31,admin.,single,university.degree,yes,yes,no,cellular,jun,mon,331,6,999,0,nonexistent,-0.8,94.919,-36.1,3.967,5075.2
33,housemaid,married,unknown,no,yes,no,telephone,jul,thu,3430,9,15,4,nonexistent,-1.4,92.02,-27.8,0.711,5173.8
27,management,married,basic.6y,no,no,no,telephone,jul,tue,185,3,999,0,nonexistent,0.8,93.557,-39.8,2.461,5171.8
46,unknown,divorced,illiterate,no,yes,no,cellular,oct,thu,919,7,0,4,nonexistent,-1.5,92.66,-27.7,1.167,5195.2
27,technician,single,professional.course,no,yes,no,cellular,may,thu,4079,5,999,3,nonexistent,-2.9,94.658,-41.5,2.057,5033.3
29,services,single,university.degree,no,no,no,telephone,oct,tue,277,7,0,2,failure,0.8,94.731,-40.3,4.707,5028.4
47,management,married,high.school,no,yes,yes,telephone,aug,wed,3157,2,999,1,nonexistent,0.9,92.765,-33.0,2.005,5225.8
58,retired,married,basic.4y,no,no,no,cellular,jul,mon,4739,3,999,2,nonexistent,0.1,94.859,-26.1,1.272,5118.6
18,management,divorced,professional.course,yes,no,no,cellular,oct,thu,4817,2,999,2,failure,-0.6,94.112,-41.4,4.804,5170.7
22,self-employed,married,professional.course,no,no,no,cellular,may,wed,3293,7,999,0,nonexistent,0.5,94.7,-44.0,1.583,5203.5
37,housemaid,single,basic.9y,no,no,no,telephone,jul,fri,2157,9,999,0,nonexistent,-2.7,93.983,-37.1,3.064,5225.1
25,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,2016,3,999,1,nonexistent,-0.1,94.956,-40.6,1.409,5132.5
60,housemaid,married,high.school,no,yes,no,telephone,may,fri,2069,7,10,0,nonexistent,-2.6,92.857,-30.6,3.887,5216.4
29,housemaid,divorced,basic.6y,yes,yes,yes,telephone,jun,mon,3643,7,999,3,nonexistent,0.3,92.297,-34.1,2.111,5199.4
18,student,married,basic.6y,no,no,yes,cellular,aug,fri,2885,3,5,0,nonexistent,-2.7,94.151,-32.6,3.102,5181.8
74,unemployed,married,high.school,no,yes,no,cellular,jun,tue,485,5,0,1,nonexistent,0.1,93.676,-40.4,3.322,5010.9
71,services,married,basic.9y,no,no,no,telephone,jun,tue,2925,6,999,4,nonexistent,-2.8,94.477,-37.6,1.616,5219.2
37,housemaid,married,basic.9y,yes,yes,yes,cellular,aug,wed,4079,5,999,0,nonexistent,0.4,93.465,-45.8,2.884,5178.2
45,unemployed,married,professional.course,no,yes,yes,cellular,aug,tue,3045,8,999,2,nonexistent,-2.6,94.748,-44.7,3.806,5194.2
74,student,married,illiterate,no,yes,yes,cellular,jun,tue,371,9,999,2,nonexistent,-1.3,93.517,-36.1,3.317,5057.2
60,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,1197,6,999,0,nonexistent,0.8,94.521,-39.0,2.384,5082.1
54,admin.,single,professional.course,no,no,no,telephone,jul,thu,2182,2,999,3,nonexistent,0.1,94.455,-34.5,1.185,5014.7
64,unknown,married,illiterate,no,no,no,telephone,oct,mon,4375,2,999,2,nonexistent,0.7,92.914,-28.8,4.776,5218.8
54,blue-collar,divorced,unknown,no,yes,no,telephone,oct,fri,267,4,999,3,failure,-0.3,93.835,-32.1,4.543,4978.3
